Actor,Filename,BaseAttackPower,BaseAttackPowerMeleeWeapon,BaseAttackPowerRangedWeapon,DamageMultiplier,DamageType,AttackIdentifier,AttackIdentifierHash,AttackType,DamageAttributres,DamageElements,DamageIntensity,AtSensors,KnockbackIntensity,Impulse,AvoidJustParam,ForceOverwriteAffiliation,IsIncrementAttackFilterID,WeaponDynamicEquipmentSlot,Option,Actor's Name
Animal_Boar_B,Animal_Boar_B.game__gamebalance__AttackParam,18,0,0,1,Body,中立動物の攻撃,930871521,Animal_Huge,[],[],Smash,['Body'],Normal,1000,"{'AvoidJustShape': 'Sector', 'CapsuleRadius': 2.0, 'IsHeightCheck': False, 'IsTrackBone': False, 'IsTrackPosition': True, 'IsTrackRotation': True, 'MaxDistance': 4.0, 'MinDistance': 0.0, 'SectorAngle': 45.0, 'SectorAngleOffset': 0.0, 'TrackBoneName': '', 'TrackOffset': {'X': 0.0, 'Y': 0.0, 'Z': 0.0}, 'WeaponRangeRate': 1.0}",None,FALSE,Weapon,[],Red-Tusked Boar
Animal_Bull_A,Animal_Bull_A.game__gamebalance__AttackParam,10,0,0,1,Body,中立動物の攻撃,930871521,Animal_Large,[],[],Strong,['Body'],Normal,1000,"{'AvoidJustShape': 'Sector', 'CapsuleRadius': 2.0, 'IsHeightCheck': False, 'IsTrackBone': False, 'IsTrackPosition': True, 'IsTrackRotation': True, 'MaxDistance': 4.0, 'MinDistance': 0.0, 'SectorAngle': 45.0, 'SectorAngleOffset': 0.0, 'TrackBoneName': '', 'TrackOffset': {'X': 0.0, 'Y': 0.0, 'Z': 0.0}, 'WeaponRangeRate': 1.0}",None,FALSE,Weapon,[],Water Buffalo
Animal_Bull_A,Animal_Bull_A.game__gamebalance__AttackParam,10,0,0,1,Body,中立動物の攻撃,930871521,Animal_Middle,[],[],Moderate,['Body'],Normal,1000,"{'AvoidJustShape': 'Sector', 'CapsuleRadius': 2.0, 'IsHeightCheck': False, 'IsTrackBone': False, 'IsTrackPosition': True, 'IsTrackRotation': True, 'MaxDistance': 4.0, 'MinDistance': 0.0, 'SectorAngle': 45.0, 'SectorAngleOffset': 0.0, 'TrackBoneName': '', 'TrackOffset': {'X': 0.0, 'Y': 0.0, 'Z': 0.0}, 'WeaponRangeRate': 1.0}",None,FALSE,Weapon,[],Water Buffalo
Animal_Bull_A,Animal_Bull_A.game__gamebalance__AttackParam,10,0,0,1,Body,中立動物の攻撃,930871521,Animal_Huge,[],[],Smash,['Body'],Normal,1000,"{'AvoidJustShape': 'Sector', 'CapsuleRadius': 2.0, 'IsHeightCheck': False, 'IsTrackBone': False, 'IsTrackPosition': True, 'IsTrackRotation': True, 'MaxDistance': 4.0, 'MinDistance': 0.0, 'SectorAngle': 45.0, 'SectorAngleOffset': 0.0, 'TrackBoneName': '', 'TrackOffset': {'X': 0.0, 'Y': 0.0, 'Z': 0.0}, 'WeaponRangeRate': 1.0}",None,FALSE,Weapon,[],Water Buffalo
Animal_Cassowary_A,QuadrupedCommon.game__gamebalance__AttackParam,4,0,0,1,Body,中立動物の攻撃,930871521,Animal_Large,[],[],Strong,['Body'],Normal,1000,"{'AvoidJustShape': 'Sector', 'CapsuleRadius': 2.0, 'IsHeightCheck': False, 'IsTrackBone': False, 'IsTrackPosition': True, 'IsTrackRotation': True, 'MaxDistance': 4.0, 'MinDistance': 0.0, 'SectorAngle': 45.0, 'SectorAngleOffset': 0.0, 'TrackBoneName': '', 'TrackOffset': {'X': 0.0, 'Y': 0.0, 'Z': 0.0}, 'WeaponRangeRate': 1.0}",None,FALSE,Weapon,[],Eldin Ostrich
Animal_Cassowary_A,QuadrupedCommon.game__gamebalance__AttackParam,4,0,0,1,Body,中立動物の攻撃,930871521,Animal_Middle,[],[],Moderate,['Body'],Normal,1000,"{'AvoidJustShape': 'Sector', 'CapsuleRadius': 2.0, 'IsHeightCheck': False, 'IsTrackBone': False, 'IsTrackPosition': True, 'IsTrackRotation': True, 'MaxDistance': 4.0, 'MinDistance': 0.0, 'SectorAngle': 45.0, 'SectorAngleOffset': 0.0, 'TrackBoneName': '', 'TrackOffset': {'X': 0.0, 'Y': 0.0, 'Z': 0.0}, 'WeaponRangeRate': 1.0}",None,FALSE,Weapon,[],Eldin Ostrich
Animal_Cassowary_A,QuadrupedCommon.game__gamebalance__AttackParam,4,0,0,1,Body,中立動物の攻撃,930871521,Animal_Huge,[],[],Smash,['Body'],Normal,1000,"{'AvoidJustShape': 'Sector', 'CapsuleRadius': 2.0, 'IsHeightCheck': False, 'IsTrackBone': False, 'IsTrackPosition': True, 'IsTrackRotation': True, 'MaxDistance': 4.0, 'MinDistance': 0.0, 'SectorAngle': 45.0, 'SectorAngleOffset': 0.0, 'TrackBoneName': '', 'TrackOffset': {'X': 0.0, 'Y': 0.0, 'Z': 0.0}, 'WeaponRangeRate': 1.0}",None,FALSE,Weapon,[],Eldin Ostrich
Animal_Cow_A,QuadrupedCommon.game__gamebalance__AttackParam,4,0,0,1,Body,中立動物の攻撃,930871521,Animal_Large,[],[],Strong,['Body'],Normal,1000,"{'AvoidJustShape': 'Sector', 'CapsuleRadius': 2.0, 'IsHeightCheck': False, 'IsTrackBone': False, 'IsTrackPosition': True, 'IsTrackRotation': True, 'MaxDistance': 4.0, 'MinDistance': 0.0, 'SectorAngle': 45.0, 'SectorAngleOffset': 0.0, 'TrackBoneName': '', 'TrackOffset': {'X': 0.0, 'Y': 0.0, 'Z': 0.0}, 'WeaponRangeRate': 1.0}",None,FALSE,Weapon,[],Hateno Cow
Animal_Cow_A,QuadrupedCommon.game__gamebalance__AttackParam,4,0,0,1,Body,中立動物の攻撃,930871521,Animal_Middle,[],[],Moderate,['Body'],Normal,1000,"{'AvoidJustShape': 'Sector', 'CapsuleRadius': 2.0, 'IsHeightCheck': False, 'IsTrackBone': False, 'IsTrackPosition': True, 'IsTrackRotation': True, 'MaxDistance': 4.0, 'MinDistance': 0.0, 'SectorAngle': 45.0, 'SectorAngleOffset': 0.0, 'TrackBoneName': '', 'TrackOffset': {'X': 0.0, 'Y': 0.0, 'Z': 0.0}, 'WeaponRangeRate': 1.0}",None,FALSE,Weapon,[],Hateno Cow
Animal_Cow_A,QuadrupedCommon.game__gamebalance__AttackParam,4,0,0,1,Body,中立動物の攻撃,930871521,Animal_Huge,[],[],Smash,['Body'],Normal,1000,"{'AvoidJustShape': 'Sector', 'CapsuleRadius': 2.0, 'IsHeightCheck': False, 'IsTrackBone': False, 'IsTrackPosition': True, 'IsTrackRotation': True, 'MaxDistance': 4.0, 'MinDistance': 0.0, 'SectorAngle': 45.0, 'SectorAngleOffset': 0.0, 'TrackBoneName': '', 'TrackOffset': {'X': 0.0, 'Y': 0.0, 'Z': 0.0}, 'WeaponRangeRate': 1.0}",None,FALSE,Weapon,[],Hateno Cow
Animal_Deer_A,Animal_Deer_A.game__gamebalance__AttackParam,4,0,0,1,Body,中立動物の攻撃,930871521,Animal_Large,[],[],Strong,['Body'],Normal,1000,"{'AvoidJustShape': 'Sector', 'CapsuleRadius': 2.0, 'IsHeightCheck': False, 'IsTrackBone': False, 'IsTrackPosition': True, 'IsTrackRotation': True, 'MaxDistance': 4.0, 'MinDistance': 0.0, 'SectorAngle': 45.0, 'SectorAngleOffset': 0.0, 'TrackBoneName': '', 'TrackOffset': {'X': 0.0, 'Y': 0.0, 'Z': 0.0}, 'WeaponRangeRate': 1.0}",None,FALSE,Weapon,[],Mountain Buck
Animal_Deer_A,Animal_Deer_A.game__gamebalance__AttackParam,4,0,0,0,Body,中立動物の攻撃,930871521,Default,"['ForceDismount', 'Blunt']",[],Smash,['Shockwave'],Normal,1000,"{'AvoidJustShape': 'Sector', 'CapsuleRadius': 2.0, 'IsHeightCheck': False, 'IsTrackBone': False, 'IsTrackPosition': True, 'IsTrackRotation': True, 'MaxDistance': 4.0, 'MinDistance': 0.0, 'SectorAngle': 45.0, 'SectorAngleOffset': 0.0, 'TrackBoneName': '', 'TrackOffset': {'X': 0.0, 'Y': 0.0, 'Z': 0.0}, 'WeaponRangeRate': 1.0}",None,FALSE,Weapon,[],Mountain Buck
Animal_Deer_A,Animal_Deer_A.game__gamebalance__AttackParam,4,0,0,1,Body,中立動物の攻撃,930871521,Animal_Middle,[],[],Moderate,['Body'],Normal,1000,"{'AvoidJustShape': 'Sector', 'CapsuleRadius': 2.0, 'IsHeightCheck': False, 'IsTrackBone': False, 'IsTrackPosition': True, 'IsTrackRotation': True, 'MaxDistance': 4.0, 'MinDistance': 0.0, 'SectorAngle': 45.0, 'SectorAngleOffset': 0.0, 'TrackBoneName': '', 'TrackOffset': {'X': 0.0, 'Y': 0.0, 'Z': 0.0}, 'WeaponRangeRate': 1.0}",None,FALSE,Weapon,[],Mountain Buck
Animal_Deer_A,Animal_Deer_A.game__gamebalance__AttackParam,4,0,0,1,Body,中立動物の攻撃,930871521,Animal_Huge,[],[],Smash,['Body'],Normal,1000,"{'AvoidJustShape': 'Sector', 'CapsuleRadius': 2.0, 'IsHeightCheck': False, 'IsTrackBone': False, 'IsTrackPosition': True, 'IsTrackRotation': True, 'MaxDistance': 4.0, 'MinDistance': 0.0, 'SectorAngle': 45.0, 'SectorAngleOffset': 0.0, 'TrackBoneName': '', 'TrackOffset': {'X': 0.0, 'Y': 0.0, 'Z': 0.0}, 'WeaponRangeRate': 1.0}",None,FALSE,Weapon,[],Mountain Buck
Animal_Doe_A,Animal_Deer_A.game__gamebalance__AttackParam,4,0,0,1,Body,中立動物の攻撃,930871521,Animal_Large,[],[],Strong,['Body'],Normal,1000,"{'AvoidJustShape': 'Sector', 'CapsuleRadius': 2.0, 'IsHeightCheck': False, 'IsTrackBone': False, 'IsTrackPosition': True, 'IsTrackRotation': True, 'MaxDistance': 4.0, 'MinDistance': 0.0, 'SectorAngle': 45.0, 'SectorAngleOffset': 0.0, 'TrackBoneName': '', 'TrackOffset': {'X': 0.0, 'Y': 0.0, 'Z': 0.0}, 'WeaponRangeRate': 1.0}",None,FALSE,Weapon,[],Mountain Doe
Animal_Doe_A,Animal_Deer_A.game__gamebalance__AttackParam,4,0,0,0,Body,中立動物の攻撃,930871521,Default,"['ForceDismount', 'Blunt']",[],Smash,['Shockwave'],Normal,1000,"{'AvoidJustShape': 'Sector', 'CapsuleRadius': 2.0, 'IsHeightCheck': False, 'IsTrackBone': False, 'IsTrackPosition': True, 'IsTrackRotation': True, 'MaxDistance': 4.0, 'MinDistance': 0.0, 'SectorAngle': 45.0, 'SectorAngleOffset': 0.0, 'TrackBoneName': '', 'TrackOffset': {'X': 0.0, 'Y': 0.0, 'Z': 0.0}, 'WeaponRangeRate': 1.0}",None,FALSE,Weapon,[],Mountain Doe
Animal_Doe_A,Animal_Deer_A.game__gamebalance__AttackParam,4,0,0,1,Body,中立動物の攻撃,930871521,Animal_Middle,[],[],Moderate,['Body'],Normal,1000,"{'AvoidJustShape': 'Sector', 'CapsuleRadius': 2.0, 'IsHeightCheck': False, 'IsTrackBone': False, 'IsTrackPosition': True, 'IsTrackRotation': True, 'MaxDistance': 4.0, 'MinDistance': 0.0, 'SectorAngle': 45.0, 'SectorAngleOffset': 0.0, 'TrackBoneName': '', 'TrackOffset': {'X': 0.0, 'Y': 0.0, 'Z': 0.0}, 'WeaponRangeRate': 1.0}",None,FALSE,Weapon,[],Mountain Doe
Animal_Doe_A,Animal_Deer_A.game__gamebalance__AttackParam,4,0,0,1,Body,中立動物の攻撃,930871521,Animal_Huge,[],[],Smash,['Body'],Normal,1000,"{'AvoidJustShape': 'Sector', 'CapsuleRadius': 2.0, 'IsHeightCheck': False, 'IsTrackBone': False, 'IsTrackPosition': True, 'IsTrackRotation': True, 'MaxDistance': 4.0, 'MinDistance': 0.0, 'SectorAngle': 45.0, 'SectorAngleOffset': 0.0, 'TrackBoneName': '', 'TrackOffset': {'X': 0.0, 'Y': 0.0, 'Z': 0.0}, 'WeaponRangeRate': 1.0}",None,FALSE,Weapon,[],Mountain Doe
Animal_Dog_A,QuadrupedCommon.game__gamebalance__AttackParam,4,0,0,1,Body,中立動物の攻撃,930871521,Animal_Large,[],[],Strong,['Body'],Normal,1000,"{'AvoidJustShape': 'Sector', 'CapsuleRadius': 2.0, 'IsHeightCheck': False, 'IsTrackBone': False, 'IsTrackPosition': True, 'IsTrackRotation': True, 'MaxDistance': 4.0, 'MinDistance': 0.0, 'SectorAngle': 45.0, 'SectorAngleOffset': 0.0, 'TrackBoneName': '', 'TrackOffset': {'X': 0.0, 'Y': 0.0, 'Z': 0.0}, 'WeaponRangeRate': 1.0}",None,FALSE,Weapon,[],Hylian Retriever (Brown/Black/White)
Animal_Dog_A,QuadrupedCommon.game__gamebalance__AttackParam,4,0,0,1,Body,中立動物の攻撃,930871521,Animal_Middle,[],[],Moderate,['Body'],Normal,1000,"{'AvoidJustShape': 'Sector', 'CapsuleRadius': 2.0, 'IsHeightCheck': False, 'IsTrackBone': False, 'IsTrackPosition': True, 'IsTrackRotation': True, 'MaxDistance': 4.0, 'MinDistance': 0.0, 'SectorAngle': 45.0, 'SectorAngleOffset': 0.0, 'TrackBoneName': '', 'TrackOffset': {'X': 0.0, 'Y': 0.0, 'Z': 0.0}, 'WeaponRangeRate': 1.0}",None,FALSE,Weapon,[],Hylian Retriever (Brown/Black/White)
Animal_Dog_A,QuadrupedCommon.game__gamebalance__AttackParam,4,0,0,1,Body,中立動物の攻撃,930871521,Animal_Huge,[],[],Smash,['Body'],Normal,1000,"{'AvoidJustShape': 'Sector', 'CapsuleRadius': 2.0, 'IsHeightCheck': False, 'IsTrackBone': False, 'IsTrackPosition': True, 'IsTrackRotation': True, 'MaxDistance': 4.0, 'MinDistance': 0.0, 'SectorAngle': 45.0, 'SectorAngleOffset': 0.0, 'TrackBoneName': '', 'TrackOffset': {'X': 0.0, 'Y': 0.0, 'Z': 0.0}, 'WeaponRangeRate': 1.0}",None,FALSE,Weapon,[],Hylian Retriever (Brown/Black/White)
Animal_Dog_B,QuadrupedCommon.game__gamebalance__AttackParam,4,0,0,1,Body,中立動物の攻撃,930871521,Animal_Large,[],[],Strong,['Body'],Normal,1000,"{'AvoidJustShape': 'Sector', 'CapsuleRadius': 2.0, 'IsHeightCheck': False, 'IsTrackBone': False, 'IsTrackPosition': True, 'IsTrackRotation': True, 'MaxDistance': 4.0, 'MinDistance': 0.0, 'SectorAngle': 45.0, 'SectorAngleOffset': 0.0, 'TrackBoneName': '', 'TrackOffset': {'X': 0.0, 'Y': 0.0, 'Z': 0.0}, 'WeaponRangeRate': 1.0}",None,FALSE,Weapon,[],Hylian Retriever (Black)
Animal_Dog_B,QuadrupedCommon.game__gamebalance__AttackParam,4,0,0,1,Body,中立動物の攻撃,930871521,Animal_Middle,[],[],Moderate,['Body'],Normal,1000,"{'AvoidJustShape': 'Sector', 'CapsuleRadius': 2.0, 'IsHeightCheck': False, 'IsTrackBone': False, 'IsTrackPosition': True, 'IsTrackRotation': True, 'MaxDistance': 4.0, 'MinDistance': 0.0, 'SectorAngle': 45.0, 'SectorAngleOffset': 0.0, 'TrackBoneName': '', 'TrackOffset': {'X': 0.0, 'Y': 0.0, 'Z': 0.0}, 'WeaponRangeRate': 1.0}",None,FALSE,Weapon,[],Hylian Retriever (Black)
Animal_Dog_B,QuadrupedCommon.game__gamebalance__AttackParam,4,0,0,1,Body,中立動物の攻撃,930871521,Animal_Huge,[],[],Smash,['Body'],Normal,1000,"{'AvoidJustShape': 'Sector', 'CapsuleRadius': 2.0, 'IsHeightCheck': False, 'IsTrackBone': False, 'IsTrackPosition': True, 'IsTrackRotation': True, 'MaxDistance': 4.0, 'MinDistance': 0.0, 'SectorAngle': 45.0, 'SectorAngleOffset': 0.0, 'TrackBoneName': '', 'TrackOffset': {'X': 0.0, 'Y': 0.0, 'Z': 0.0}, 'WeaponRangeRate': 1.0}",None,FALSE,Weapon,[],Hylian Retriever (Black)
Animal_Dog_C,QuadrupedCommon.game__gamebalance__AttackParam,4,0,0,1,Body,中立動物の攻撃,930871521,Animal_Large,[],[],Strong,['Body'],Normal,1000,"{'AvoidJustShape': 'Sector', 'CapsuleRadius': 2.0, 'IsHeightCheck': False, 'IsTrackBone': False, 'IsTrackPosition': True, 'IsTrackRotation': True, 'MaxDistance': 4.0, 'MinDistance': 0.0, 'SectorAngle': 45.0, 'SectorAngleOffset': 0.0, 'TrackBoneName': '', 'TrackOffset': {'X': 0.0, 'Y': 0.0, 'Z': 0.0}, 'WeaponRangeRate': 1.0}",None,FALSE,Weapon,[],Hylian Retriever (Brown)
Animal_Dog_C,QuadrupedCommon.game__gamebalance__AttackParam,4,0,0,1,Body,中立動物の攻撃,930871521,Animal_Middle,[],[],Moderate,['Body'],Normal,1000,"{'AvoidJustShape': 'Sector', 'CapsuleRadius': 2.0, 'IsHeightCheck': False, 'IsTrackBone': False, 'IsTrackPosition': True, 'IsTrackRotation': True, 'MaxDistance': 4.0, 'MinDistance': 0.0, 'SectorAngle': 45.0, 'SectorAngleOffset': 0.0, 'TrackBoneName': '', 'TrackOffset': {'X': 0.0, 'Y': 0.0, 'Z': 0.0}, 'WeaponRangeRate': 1.0}",None,FALSE,Weapon,[],Hylian Retriever (Brown)
Animal_Dog_C,QuadrupedCommon.game__gamebalance__AttackParam,4,0,0,1,Body,中立動物の攻撃,930871521,Animal_Huge,[],[],Smash,['Body'],Normal,1000,"{'AvoidJustShape': 'Sector', 'CapsuleRadius': 2.0, 'IsHeightCheck': False, 'IsTrackBone': False, 'IsTrackPosition': True, 'IsTrackRotation': True, 'MaxDistance': 4.0, 'MinDistance': 0.0, 'SectorAngle': 45.0, 'SectorAngleOffset': 0.0, 'TrackBoneName': '', 'TrackOffset': {'X': 0.0, 'Y': 0.0, 'Z': 0.0}, 'WeaponRangeRate': 1.0}",None,FALSE,Weapon,[],Hylian Retriever (Brown)
Animal_Elk_A,Animal_Bull_A.game__gamebalance__AttackParam,10,0,0,1,Body,中立動物の攻撃,930871521,Animal_Large,[],[],Strong,['Body'],Normal,1000,"{'AvoidJustShape': 'Sector', 'CapsuleRadius': 2.0, 'IsHeightCheck': False, 'IsTrackBone': False, 'IsTrackPosition': True, 'IsTrackRotation': True, 'MaxDistance': 4.0, 'MinDistance': 0.0, 'SectorAngle': 45.0, 'SectorAngleOffset': 0.0, 'TrackBoneName': '', 'TrackOffset': {'X': 0.0, 'Y': 0.0, 'Z': 0.0}, 'WeaponRangeRate': 1.0}",None,FALSE,Weapon,[],Tabantha Moose
