ActorName,Name,DropTableName,DropReason,HasChanceRange 1,Minimum Number Dropped 1,Maximum Number Dropped 1,Item Drop 1,Drop Chance 1,HasChanceRange 2,Minimum Number Dropped 2,Maximum Number Dropped 2,Item Drop 2,Drop Chance 2,HasChanceRange 3,Minimum Number Dropped 3,Maximum Number Dropped 3,Item Drop 3,Drop Chance 3,HasChanceRange 4,Minimum Number Dropped 4,Maximum Number Dropped 4,Item Drop 4,Drop Chance 4,HasChanceRange 5,Minimum Number Dropped 5,Maximum Number Dropped 5,Item Drop 5,Drop Chance 5,HasChanceRange 6,Minimum Number Dropped 6,Maximum Number Dropped 6,Item Drop 6,Drop Chance 6,HasChanceRange 7,Minimum Number Dropped 7,Maximum Number Dropped 7,Item Drop 7,Drop Chance 7,HasChanceRange 8,Minimum Number Dropped 8,Maximum Number Dropped 8,Item Drop 8,Drop Chance 8,HasChanceRange 9,Minimum Number Dropped 9,Maximum Number Dropped 9,Item Drop 9,Drop Chance 9,HasChanceRange 10,Minimum Number Dropped 10,Maximum Number Dropped 10,Item Drop 10,Drop Chance 10,HasChanceRange 11,Minimum Number Dropped 11,Maximum Number Dropped 11,Item Drop 11,Drop Chance 11,HasChanceRange 12,Minimum Number Dropped 12,Maximum Number Dropped 12,Item Drop 12,Drop Chance 12,HasChanceRange 13,Minimum Number Dropped 13,Maximum Number Dropped 13,Item Drop 13,Drop Chance 13,HasChanceRange 14,Minimum Number Dropped 14,Maximum Number Dropped 14,Item Drop 14,Drop Chance 14,HasChanceRange 15,Minimum Number Dropped 15,Maximum Number Dropped 15,Item Drop 15,Drop Chance 15
Enemy_LikeLike_Crack,Rock Like,Minus_Gerudo,,,,,Like Like Stone,100,TRUE,1,2,Arrow x 5,35,TRUE,1,2,,5,TRUE,1,2,,5,TRUE,1,2,,5,,,,,100,FALSE,1,2,Zonaite,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enemy_LikeLike_Crack,Rock Like,Minus_Korok,,,,,Like Like Stone,100,TRUE,1,2,Arrow x 5,35,TRUE,1,2,,5,TRUE,1,2,,5,TRUE,1,2,,5,,,,,100,FALSE,1,2,Zonaite,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enemy_LikeLike_Crack,Rock Like,Minus_Goron,,,,,Like Like Stone,100,TRUE,1,2,Arrow x 5,35,TRUE,1,2,,5,TRUE,1,2,,5,TRUE,1,2,,5,,,,,100,FALSE,1,2,Zonaite,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enemy_LikeLike_Crack,Rock Like,Minus_Seeker,,,,,Like Like Stone,100,TRUE,1,2,Arrow x 5,35,TRUE,1,2,,5,TRUE,1,2,,5,TRUE,1,2,,5,,,,,100,FALSE,1,2,Zonaite,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enemy_LikeLike_Crack,Rock Like,Minus_Zora,,,,,Like Like Stone,100,TRUE,1,2,Arrow x 5,35,TRUE,1,2,,5,TRUE,1,2,,5,TRUE,1,2,,5,,,,,100,FALSE,1,2,Zonaite,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enemy_LikeLike_Crack,Rock Like,Minus_Rito,,,,,Like Like Stone,100,TRUE,1,2,Arrow x 5,35,TRUE,1,2,,5,TRUE,1,2,,5,TRUE,1,2,,5,,,,,100,FALSE,1,2,Zonaite,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enemy_LikeLike_Crack,Rock Like,Minus_GoronDungeon,,,,,Like Like Stone,100,,,,Treasure Chest,100,,,,,100,FALSE,1,2,Zonaite,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enemy_LikeLike_Crack,Rock Like,Castle,,,,,Like Like Stone,100,TRUE,1,2,Arrow x 5,35,TRUE,1,2,,5,TRUE,1,2,,5,TRUE,1,2,,5,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enemy_LikeLike_Crack,Rock Like,Minus_Castle,,,,,Like Like Stone,100,TRUE,1,2,Arrow x 5,35,TRUE,1,2,,5,TRUE,1,2,,5,TRUE,1,2,,5,,,,,100,FALSE,1,2,Zonaite,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,AppleAcorn,,TRUE,,4,Apple,55,TRUE,,4,Acorn,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,,BurnedOut,TRUE,,2,Baked Apple,75,TRUE,,2,Roasted Acorn,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Arrow,,TRUE,,2,Arrow x 5,15,TRUE,,2,Arrow,60,TRUE,,2,Arrow x 10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Fruit,,TRUE,3,4,Apple,50,TRUE,3,4,Palm Fruit,25,TRUE,3,4,Voltfruit,10,TRUE,3,4,Hydromelon,10,TRUE,3,4,Mighty Bananas,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Fruit,BurnedOut,TRUE,,2,Baked Apple,50,TRUE,,2,Baked Palm Fruit,25,TRUE,,2,Roasted Wildberry,10,TRUE,,2,Roasted Voltfruit,5,TRUE,,2,Roasted Hydromelon,5,TRUE,,2,Roasted Mighty Bananas,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Ore,,,,,Diamond,1,,,,Ruby,2,,,,Sapphire,2,,,,Topaz,2,,,,Opal,7,,,,Amber,40,,,,Rock Salt,16,,,,Flint,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Rare,,TRUE,2,3,Diamond,3,TRUE,2,3,Sapphire,10,TRUE,2,3,Ruby,10,TRUE,2,3,Topaz,10,TRUE,2,3,Opal,17,TRUE,2,3,Amber,30,TRUE,2,3,Flint,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Rare,BurnedOut,TRUE,,2,Diamond,0,TRUE,,2,Sapphire,0,TRUE,,2,Ruby,0,TRUE,,2,Topaz,0,TRUE,,2,Opal,0,TRUE,,2,Amber,0,TRUE,,2,Flint,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Arrow,BurnedOut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,100drop,,,4,,Apple,50,,4,,Arrow x 5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,High,,TRUE,,4,Apple,40,TRUE,,4,Acorn,10,TRUE,,2,Arrow,50,TRUE,,2,Arrow x 10,1,TRUE,,2,Arrow x 5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,NormalHigh,BurnedOut,TRUE,,2,Baked Apple,70,TRUE,,2,Roasted Acorn,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,NoDrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Gerudo,,TRUE,,3,Palm Fruit,30,TRUE,,3,Wildberry,15,TRUE,,3,Voltfruit,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Gerudo,BurnedOut,TRUE,,3,Baked Palm Fruit,30,TRUE,,3,Roasted Wildberry,15,TRUE,,3,Roasted Voltfruit,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Tabanta,,TRUE,,4,Wildberry,35,TRUE,,4,Chickaloo Tree Nut,15,TRUE,,4,Arrow,30,TRUE,,4,Arrow x 10,2,TRUE,,4,Arrow x 5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Tabanta,BurnedOut,TRUE,,3,Roasted Wildberry,50,TRUE,,3,Roasted Tree Nut,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Ordin,,TRUE,2,4,Amber,15,TRUE,2,4,Flint,20,TRUE,2,4,Opal,5,TRUE,2,4,Seared Steak,15,TRUE,2,4,Seared Prime Steak,5,TRUE,2,4,Roasted Bird Drumstick,10,TRUE,2,4,Roasted Bird Thigh,5,TRUE,2,4,Toasty Endura Shroom,10,TRUE,2,4,Toasty Stamella Shroom,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Ordin,BurnedOut,TRUE,2,4,Amber,15,TRUE,2,4,Flint,20,TRUE,2,4,Opal,5,TRUE,2,4,Seared Steak,15,TRUE,2,4,Seared Prime Steak,5,TRUE,2,4,Roasted Bird Drumstick,10,TRUE,2,4,Roasted Bird Thigh,5,TRUE,2,4,Toasty Endura Shroom,10,TRUE,2,4,Toasty Stamella Shroom,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,_First,,TRUE,,3,Arrow,63,TRUE,,3,Arrow x 10,2,TRUE,,3,Arrow x 5,15,TRUE,,3,Roasted Bass,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Normal_First,BurnedOut,TRUE,,3,Roasted Bass,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Castle_Arrow,,TRUE,2,3,Arrow,50,TRUE,2,3,Arrow x 10,10,TRUE,2,3,Arrow x 5,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Castle_Arrow,BurnedOut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Castle_Mushroom,,TRUE,3,4,Hylian Shroom,20,TRUE,3,4,Endura Shroom,10,TRUE,3,4,Stamella Shroom,10,TRUE,3,4,Hearty Truffle,10,TRUE,3,4,Big Hearty Truffle,10,TRUE,3,4,Rushroom,10,TRUE,3,4,Razorshroom,10,TRUE,3,4,Ironshroom,10,TRUE,3,4,Silent Shroom,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Castle_Mushroom,BurnedOut,TRUE,3,4,Toasty Hylian Shroom,20,TRUE,3,4,Toasty Endura Shroom,10,TRUE,3,4,Toasty Stamella Shroom,10,TRUE,3,4,Toasted Hearty Truffle,10,TRUE,3,4,Toasted Big Hearty Truffle,10,TRUE,3,4,Toasty Rushroom,10,TRUE,3,4,Toasty Razorshroom,10,TRUE,3,4,Toasty Ironshroom,10,TRUE,3,4,Toasty Silent Shroom,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Castle_Fruits,,TRUE,3,4,Apple,20,TRUE,3,4,Palm Fruit,25,TRUE,3,4,Wildberry,20,TRUE,3,4,Fleet-Lotus Seeds,10,TRUE,3,4,Mighty Bananas,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Castle_Fruits,BurnedOut,TRUE,3,4,Baked Apple,20,TRUE,3,4,Baked Palm Fruit,25,TRUE,3,4,Roasted Wildberry,20,TRUE,3,4,Roasted Lotus Seeds,10,TRUE,3,4,Roasted Mighty Bananas,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Castle_Plants,,TRUE,3,4,Hyrule Herb,20,TRUE,3,4,Hearty Radish,10,TRUE,3,4,Big Hearty Radish,5,TRUE,3,4,Swift Carrot,20,TRUE,3,4,Endura Carrot,5,TRUE,3,4,Swift Violet,10,TRUE,3,4,Mighty Thistle,10,TRUE,3,4,Armoranth,10,TRUE,3,4,Blue Nightshade,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Castle_Plants,BurnedOut,TRUE,3,4,Roasted Radish,10,TRUE,3,4,Roasted Big Radish,5,TRUE,3,4,Roasted Swift Carrot,20,TRUE,3,4,Roasted Endura Carrot,5,TRUE,3,4,Roasted Mighty Thistle,10,TRUE,3,4,Roasted Armoranth,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Amiibo,,TRUE,2,3,Arrow,25,TRUE,2,3,Arrow x 10,5,TRUE,2,3,Arrow x 5,20,TRUE,2,3,Apple,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Amiibo,BurnedOut,TRUE,2,3,Baked Apple,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Amiibo_After,,TRUE,,2,Arrow,20,TRUE,,2,Arrow x 5,10,TRUE,,2,Apple,20,TRUE,,2,Arrow x 10,5,TRUE,,2,Green Rupee,40,TRUE,,2,Blue Rupee,30,TRUE,,2,Red Rupee,20,TRUE,,2,Purple Rupee,6.7,TRUE,,2,Silver Rupee,3,TRUE,,2,Gold Rupee,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Amiibo_After,BurnedOut,TRUE,,2,Baked Apple,40,TRUE,,2,Green Rupee,40,TRUE,,2,Blue Rupee,30,TRUE,,2,Red Rupee,20,TRUE,,2,Purple Rupee,6.7,TRUE,,2,Silver Rupee,3,TRUE,,2,Gold Rupee,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,WoodArrowOnly,,,3,,Arrow x 10,25,,3,,Arrow x 5,50,,3,,Arrow,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,,,TRUE,,2,Arrow,82,TRUE,,2,Arrow x 5,16,TRUE,,2,Arrow x 10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Zora_Arrow,,TRUE,,2,Arrow,20,TRUE,,2,Arrow x 5,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Gerudo,,TRUE,,3,Arrow,82,TRUE,,3,Arrow x 5,16,TRUE,,3,Arrow x 10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,GerudoCanyon,,TRUE,,3,Hylian Shroom,10,TRUE,,3,Sunshroom,20,TRUE,,3,Chillshroom,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,GerudoCanyon,,TRUE,,3,Arrow,82,TRUE,,3,Arrow x 5,16,TRUE,,3,Arrow x 10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,GerudoCanyon,BurnedOut,TRUE,,2,Toasty Hylian Shroom,10,TRUE,,2,Toasty Sunshroom,20,TRUE,,2,Toasty Chillshroom,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Few,,TRUE,,4,Apple,25,TRUE,,4,Acorn,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Few,,TRUE,,2,Arrow,41,TRUE,,2,Arrow x 5,8,TRUE,,2,Arrow x 10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Few,BurnedOut,TRUE,,2,Baked Apple,38,TRUE,,2,Roasted Acorn,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Tabanta_Fruit,,TRUE,3,4,Wildberry,40,TRUE,3,4,Chickaloo Tree Nut,40,TRUE,3,4,Apple,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Tabanta_Fruit,BurnedOut,TRUE,,2,Roasted Wildberry,40,TRUE,,2,Roasted Tree Nut,40,TRUE,,2,Baked Apple,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,LightBall,,TRUE,3,5,Brightbloom Seed,70,TRUE,3,5,Giant Brightbloom Seed,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Minus,,TRUE,,3,Arrow,95,TRUE,,3,Arrow x 5,4,TRUE,,3,Arrow x 10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,Minus,BurnedOut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,SecretBase,,TRUE,2,3,Arrow,47,TRUE,2,3,Arrow x 5,2,TRUE,2,3,Arrow x 10,1,TRUE,2,3,Brightbloom Seed,30,TRUE,2,3,Giant Brightbloom Seed,5,TRUE,2,3,Mighty Bananas,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakoGerudo_Contain_01,,SecretBase,BurnedOut,TRUE,1,3,Brightbloom Seed,30,TRUE,1,3,Giant Brightbloom Seed,5,TRUE,1,3,Roasted Mighty Bananas,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoGenerateDestructibleActorHardnessLv1_17690441597431021603,,,UseAI,TRUE,,2,Ruby,0.02,TRUE,,2,Sapphire,0.02,TRUE,,2,Rock,1.2,TRUE,,2,Rusty Claymore,0.6,TRUE,,2,Flint,0.3,TRUE,,2,Rock Salt,0.3,TRUE,,2,Opal,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoGenerateDestructibleActorHardnessLv1_17690441597431021603,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enemy_Giant_Junior,Hinox,,,,5,,Apple,30,,5,,Wildberry,10,,5,,Palm Fruit,30,,5,,Voltfruit,10,,5,,Mighty Bananas,10,,5,,Fortified Pumpkin,10,,,,Hinox Guts,10,TRUE,3,5,Hinox Toenail,80,TRUE,3,5,Hinox Tooth,20,,,,Hinox Horn,100,,,,,,,,,,,,,,,,,,,,,,,,,
Enemy_Giant_Junior,Hinox,Minus,,,,,Hinox Guts,10,TRUE,3,5,Hinox Toenail,80,TRUE,3,5,Hinox Tooth,20,,,,Hinox Horn,100,FALSE,1,2,Large Crystallized Charge,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DgnObj_TarSecretStone_A_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item_Fruit_G,Palm Fruit,,BurnedOut,,,,Baked Palm Fruit,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoGenerateDestructibleActorZonanium_11185843583614022652,,,UseAI,,,,Zonaite,30,,,,Large Zonaite,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoGenerateDestructibleActorZonanium_11185843583614022652,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enemy_Golem_Ice,Frost Talus,,,TRUE,,2,Flint,30,TRUE,,2,Sapphire,70,TRUE,8,10,Flint,15,TRUE,8,10,Opal,74,TRUE,8,10,Sapphire,5,TRUE,8,10,Diamond,1,FALSE,,1,Frost Talus Heart,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enemy_Golem_Ice,Frost Talus,,UseAI,,,,Flint,15,,,,Opal,79,,,,Sapphire,5,,,,Diamond,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enemy_Golem_Ice,Frost Talus,Minus,,TRUE,,2,Flint,30,TRUE,,2,Sapphire,70,TRUE,8,10,Flint,15,TRUE,8,10,Opal,74,TRUE,8,10,Sapphire,5,TRUE,8,10,Diamond,1,FALSE,,1,Frost Talus Heart,100,FALSE,1,2,Large Crystallized Charge,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
